Organisaatio,Y-tunnus,Myöntämisvuosi,Avustus €,Laina €,EAKR-rahoitus €,Tutkimusrahoitus €,Yhteensä €
A.Ahlström Osakeyhtiö,1670018-3,2012,97 000,0,0,0,97 000
a.i.mater Oy,1900079-9,2020,10 000,0,0,0,10 000
a.i.mater Oy,1900079-9,2022,50 000,0,0,0,50 000
a.i.mater Oy,1900079-9,2025,76 914,0,0,0,76 914
A.I.Siirilä Oy,2247911-2,2022,5 000,0,0,0,5 000
A.J. Mattilan Kirjapaino Oy,0187032-3,2019,2 951,0,0,0,2 951
A.K. Prokkisfirma Oy,3021298-7,2020,8 960,0,0,0,8 960
A.M.O.D. Oy,2487242-8,2020,4 960,0,0,0,4 960
A.Nevalainen Oy,3159988-8,2022,5 000,0,0,0,5 000
A.Niiranen Oy,2714321-2,2017,6 200,0,0,0,6 200
A.S.Helsingö Oy Ab,2690059-2,2015,33 000,0,0,0,33 000
A.S.Helsingö Oy Ab,2690059-2,2016,50 000,0,0,0,50 000
A.S.Helsingö Oy Ab,2690059-2,2019,0,100 000,0,0,100 000
A.S.Helsingö Oy Ab,2690059-2,2020,350 000,0,0,0,350 000
A.S.Helsingö Oy Ab,2690059-2,2021,250 000,0,0,0,250 000
A.T. Sillanpää Oy,2522441-4,2020,98 400,0,0,0,98 400
A.T.Wisely Oy Ltd,2246461-5,2023,6 000,0,0,0,6 000
"A'Pelago Experience Ab",3286346-8,2022,5 000,0,0,0,5 000
A&A Palvelut Oy,2082729-1,2020,10 000,0,0,0,10 000
A&A Palvelut Oy,2082729-1,2021,4 960,0,0,0,4 960
A&D Sounds Oy,2578546-5,2019,6 200,0,0,0,6 200
A&H Taksipalvelut Oy,1498378-1,2020,87 000,0,0,0,87 000
A&J Majoitus Oy,2916676-8,2020,9 960,0,0,0,9 960
A&K Heikura Oy,0964033-8,2020,88 800,0,0,0,88 800
A&M Ventures Oy,3153405-6,2020,4 960,0,0,0,4 960
A&M Välilehto Oy,2098749-8,2020,45 000,0,0,0,45 000
A&N International Oy,3382460-4,2024,4 500,0,0,0,4 500
A&O Penttinen Oy,2942139-4,2018,6 200,0,0,0,6 200
A&R Sveholm Oy,1767796-6,2020,100 000,0,0,0,100 000
A&R Sveholm Oy,1767796-6,2023,40 000,0,0,0,40 000
A&R Works Oy Ab,0684750-1,2017,8 247,0,0,0,8 247
A1 Kiinteistöt Oy,2423669-1,2023,7 425,0,0,0,7 425
A1 Media Oy,1753753-3,2020,100 000,0,0,0,100 000
A1 Tradehouse Corp. Oy,2688204-8,2020,10 000,0,0,0,10 000
A1 Varastot Oy,2563863-3,2021,12 161,0,0,0,12 161
A1-Palvelukuljetus Oy,2093834-6,2020,9 800,0,0,0,9 800
A2 International Oy,2605211-6,2018,49 700,0,0,0,49 700
A2 International Oy,2605211-6,2020,78 400,0,0,0,78 400
A3 Technologies Oy,2759398-5,2016,6 200,0,0,0,6 200
A5 Group Oy,0706982-8,2020,77 800,0,0,0,77 800
A19 Helsinki Oy,2901460-9,2020,9 840,0,0,0,9 840
A24 Market Network Oy,3369307-7,2024,4 500,0,0,0,4 500
AA Fortune Oy,2163222-6,2017,6 200,0,0,0,6 200
aa Läsman Oy,2107810-6,2020,4 960,0,0,0,4 960
AAA Arena Oy,2698181-2,2020,10 000,0,0,0,10 000
AAA Liiderit Oy,0842720-1,2020,38 500,0,0,0,38 500
AAA OY TF TRANSPORT FINLAND LTD,2419681-0,2018,6 200,0,0,0,6 200
AAA Patron Oy,2387302-3,2017,0,0,0,0,0
AAA-Palvelut Oy,2498320-8,2020,10 000,0,0,0,10 000
Aabet Oy,2144426-8,2016,6 200,0,0,0,6 200
AAC Global Oy,0103288-0,2010,906 898,0,0,0,906 898
AAC Global Oy,0103288-0,2013,307 000,0,0,0,307 000
AAC Global Oy,0103288-0,2020,100 000,0,0,0,100 000
AAG Consulting Oy,2867158-6,2020,10 000,0,0,0,10 000
AAG Taloushallinto Oy,2465893-1,2020,62 120,0,0,0,62 120
AAG-Infra Oy,0427622-3,2020,49 680,0,0,0,49 680
Aala Finland Oy,2947743-5,2019,6 200,0,0,0,6 200
Aala Finland Oy,2947743-5,2020,10 000,0,0,0,10 000
Aalia Advisory Oy,3107320-2,2020,63 240,0,0,0,63 240
Aalloille Finland Oy,3101477-1,2020,4 960,0,0,0,4 960
Aallon Auto Oy,0683483-1,2020,97 380,0,0,0,97 380
Aallon Group Oyj,2931805-5,2020,95 000,0,0,0,95 000
Aallon Jyväskylä Oy,1102451-8,2020,20 968,0,0,0,20 968
Aallon Leipomo Oy,1593648-5,2020,110 000,0,0,0,110 000
Aallto Wellness Oy,3107449-1,2021,4 960,0,0,0,4 960
Aalteko Oy,1652937-1,2019,3 455,0,0,0,3 455
Aalteman Oy,2234956-1,2020,100 000,0,0,0,100 000
Aalto & Company Oy,2747399-1,2020,9 000,0,0,0,9 000
Aalto Business Oy,3134988-9,2021,54 960,0,0,0,54 960
Aalto Capital Partners Oy,2284774-7,2020,86 608,0,0,0,86 608
Aalto energia Oy,3358971-2,2023,6 000,0,0,0,6 000
Aalto Energia Oyj,3358971-2,2025,0,249 880,0,0,249 880
Aalto Entrepreneurship Society,2291638-6,2010,25 000,0,0,0,25 000
Aalto Haitek Oy,2808719-5,2020,100 000,0,0,0,100 000
Aalto Industries Oy,2482164-7,2019,2 670,0,0,0,2 670
Aalto Rakennus Oy,2875983-6,2020,87 800,0,0,0,87 800
Aalto-korkeakoulusäätiö,2228357-4,2010,0,0,0,48 656 807,48 656 807
Aalto-korkeakoulusäätiö,2228357-4,2011,0,0,225 000,38 817 335,39 042 335
Aalto-korkeakoulusäätiö,2228357-4,2012,0,0,0,29 417 153,29 417 153
Aalto-korkeakoulusäätiö,2228357-4,2013,0,0,0,32 970 350,32 970 350
Aalto-korkeakoulusäätiö,2228357-4,2014,0,0,0,25 281 398,25 281 398
Aalto-korkeakoulusäätiö,2228357-4,2015,0,0,695 000,24 607 657,25 302 657
Aalto-korkeakoulusäätiö sr,2228357-4,2016,431 000,0,0,9 824 840,10 255 840
Aalto-korkeakoulusäätiö sr,2228357-4,2017,0,0,0,10 954 627,10 954 627
Aalto-korkeakoulusäätiö sr,2228357-4,2018,0,0,0,14 333 826,14 333 826
Aalto-korkeakoulusäätiö sr,2228357-4,2019,0,0,0,16 737 224,16 737 224
Aalto-korkeakoulusäätiö sr,2228357-4,2020,0,0,0,13 524 968,13 524 968
Aalto-korkeakoulusäätiö sr,2228357-4,2021,0,0,0,17 572 690,17 572 690
Aalto-korkeakoulusäätiö sr,2228357-4,2022,0,0,0,16 965 430,16 965 430
Aalto-korkeakoulusäätiö sr,2228357-4,2023,188 419,0,0,19 749 377,19 937 796
Aalto-korkeakoulusäätiö sr,2228357-4,2024,0,0,0,28 900 160,28 900 160
Aalto-korkeakoulusäätiö sr,2228357-4,2025,0,0,0,18 371 195,18 371 195
AALTO-YHTIÖT OY,2229097-7,2019,6 200,0,0,0,6 200
Aalto-yliopistokiinteistöt Oy,2278756-1,2012,158 478,0,0,0,158 478
Aalto-yliopistokiinteistöt Oy,2278756-1,2013,108 500,0,0,0,108 500
Aalto-yliopistokiinteistöt Oy,2278756-1,2014,192 955,0,0,0,192 955
Aalto-yliopistokiinteistöt Oy,2278756-1,2015,139 125,0,0,0,139 125
Aalto-yliopistokiinteistöt Oy,2278756-1,2016,78 400,0,0,0,78 400
Aalto-yliopistokiinteistöt Oy,2278756-1,2017,49 750,0,0,0,49 750
Aalto-yliopistokiinteistöt Oy,2842681-2,2018,117 600,0,0,0,117 600
Aaltoravintola Oy,1048342-1,2020,100 000,0,0,0,100 000
Aaltotalo Oy,1558146-9,2020,98 880,0,0,0,98 880
Aaltovoima Oy,3123782-8,2025,20 000,0,0,0,20 000
Aamos Group Oy,1644433-5,2020,87 910,0,0,0,87 910
Aamu Media Advertising Agency Osk,2185250-1,2017,6 200,0,0,0,6 200
AAMU Medical Oy,3012543-7,2019,6 200,0,0,0,6 200
Aamu Partners Oy,2864997-9,2019,50 000,0,0,0,50 000
Aamu Partners Oy,2864997-9,2021,0,312 750,0,0,312 750
Aamu Partners Oy,2864997-9,2023,6 000,0,0,0,6 000
Aamuisa Oy,3115895-1,2023,6 000,0,0,0,6 000
Aamuyö Music Ky,0999046-9,2022,5 000,0,0,0,5 000
Aani Oy,3511112-2,2025,60 000,0,0,0,60 000
"Aani, avoin yhtiö",0907730-3,2020,8 496,0,0,0,8 496
Aapa Productions Oy,1805853-4,2021,4 960,0,0,0,4 960
Aapa Productions Oy,1805853-4,2023,18 960,0,0,0,18 960
Aapa Productions Oy,1805853-4,2024,24 600,0,0,0,24 600
AapoR Ky,3118301-4,2023,6 000,0,0,0,6 000
AAporo Oy,2990417-7,2020,10 000,0,0,0,10 000
Aarami Oy,1595884-4,2020,100 000,0,0,0,100 000
Aare Invest Oy,2825472-3,2020,10 000,0,0,0,10 000
Aareton Oy,1014289-7,2020,10 000,0,0,0,10 000
Aari Metsä Oy,3146593-5,2022,5 000,0,0,0,5 000
Aari Metsä Oy,3146593-5,2023,60 000,0,0,0,60 000
Aarikka Oy,0532223-6,2014,83 170,0,0,0,83 170
Aarikka Oy,0532223-6,2017,4 114,0,0,0,4 114
Aarikka Oy,0532223-6,2018,18 060,0,0,0,18 060
Aarikka Oy,0532223-6,2020,81 938,0,0,0,81 938
Aarikka Oy,0532223-6,2025,10 000,0,0,0,10 000
Aarila Dots Oy,2754183-5,2016,50 000,0,0,0,50 000
Aarila Dots Oy,2754183-5,2017,0,181 000,0,0,181 000
Aarni Health Oy,2975425-2,2020,10 000,0,0,0,10 000
Aarni Henkilöstö Oy,3022271-2,2020,65 700,0,0,0,65 700
Aarni Rehab Oy,3112226-2,2022,5 000,0,0,0,5 000
Aarni Työkyky Oy,3022268-3,2020,37 112,0,0,0,37 112
Aarni Watch Company Oy,2659477-5,2022,10 000,0,0,0,10 000
Aarnion Sähkö Oy,0837516-5,2020,10 000,0,0,0,10 000
Aarnival Oy,2728948-1,2020,10 000,0,0,0,10 000
Aaro Forsman Oy,0690690-3,2020,98 500,0,0,0,98 500
Aaro Forsman Oy,0690690-3,2023,39 960,0,0,0,39 960
Aaro Forsman Oy,0690690-3,2025,10 000,0,0,0,10 000
Aarre Putki Oy,1946675-9,2020,43 000,0,0,0,43 000
Aarsleff Oy,0887267-1,2022,3 231,0,0,0,3 231
AARVI KASVI OY,3451708-3,2024,4 500,0,0,0,4 500
Aasian Herkku Oy,2683492-7,2020,10 000,0,0,0,10 000
AAT. Creative Oy,3288430-6,2024,0,0,0,0,0
Aatelitalo Oy,2098926-6,2017,6 200,0,0,0,6 200
Aatelitalo Oy,2098926-6,2020,100 000,0,0,0,100 000
Aatelma Oy,2916263-6,2020,10 000,0,0,0,10 000
Aatos Health Oy,3086886-3,2021,4 960,0,0,0,4 960
Aatos Klinikka Oy,2543165-9,2020,97 700,0,0,0,97 700
Aatos Legal Technology Oy,2901500-3,2021,50 000,0,0,0,50 000
Aatos Legal Technology Oy,2901500-3,2022,250 000,0,0,0,250 000
Aatos Legal Technology Oy,2901500-3,2023,250 000,0,0,0,250 000
Aatsin Kone Oy,0642438-1,2020,73 200,0,0,0,73 200
Aava & Bang Oy,1963884-8,2015,68 940,0,0,0,68 940
Aava & Bang Oy,1963884-8,2020,62 400,0,0,0,62 400
Aava AI Oy,3389822-4,2024,4 500,0,0,0,4 500
Aava Mobile Oy,2260728-4,2010,743 000,743 000,0,0,1 486 000
Aava Mobile Oy,2260728-4,2011,1 400 000,0,0,0,1 400 000
Aava Mobile Oy,2260728-4,2012,1 312 000,0,0,0,1 312 000
Aava Mobile Oy,2260728-4,2014,0,2 778 000,0,0,2 778 000
Aava Mobile Oy,2260728-4,2016,0,2 429 000,0,0,2 429 000
Aava Mobile Oy,2260728-4,2019,0,1 669 000,0,0,1 669 000
Aava Ohjelmistot Oy,2217005-1,2010,0,250 000,0,0,250 000
Aava Ohjelmistot Oy,2217005-1,2012,160 000,0,0,0,160 000
Aava Ohjelmistot Oy,2217005-1,2013,49 900,0,0,0,49 900
Aava Ohjelmistot Oy,2217005-1,2014,250 000,0,0,0,250 000
Aava Ohjelmistot Oy,2217005-1,2019,56 200,0,0,0,56 200
Aava Ohjelmistot Oy,2217005-1,2020,100 000,0,0,0,100 000
Aavagen Oy,2812156-8,2017,50 000,0,0,0,50 000
Aavagen Oy,2812156-8,2018,96 500,0,0,0,96 500
Aavasaksan Sähkö Oy,2941580-8,2022,5 000,0,0,0,5 000
Aavi Technologies Oy,0549738-6,2012,23 250,0,0,0,23 250
Aavi Technologies Oy,0549738-6,2013,0,669 410,0,0,669 410
Aavi Technologies Oy,0549738-6,2015,77 500,0,0,0,77 500
Aavi Technologies Oy,0549738-6,2016,0,550 000,0,0,550 000
Aavi Technologies Oy,0549738-6,2020,95 520,0,0,0,95 520
Aavista Oy,2993946-8,2020,4 960,0,0,0,4 960
Aavuus Oy,3460312-5,2025,60 000,0,0,0,60 000
Aawa International Oy,1509622-8,2020,98 500,0,0,0,98 500
Aawa International Oy,1509622-8,2022,5 000,0,0,0,5 000
Ab A. Häggblom Oy,2136357-2,2019,10 000,0,0,0,10 000
Ab A. Häggblom Oy,2136357-2,2020,17 000,0,0,0,17 000
Ab A. Häggblom Oy,2136357-2,2021,50 000,0,0,0,50 000
Ab A. Westberg Oy,2990783-7,2019,6 200,0,0,0,6 200
Ab Actors in Scandinavia Oy,0944037-9,2016,3 162,0,0,0,3 162
Ab Actors in Scandinavia Oy,0944037-9,2017,1 990,0,0,0,1 990
Ab Actors in Scandinavia Oy,0944037-9,2020,100 000,0,0,0,100 000
Ab Alba i Ekenäs,2251109-8,2020,10 000,0,0,0,10 000
Ab All those perspectives Oy,2801548-2,2020,41 200,0,0,0,41 200
Ab Alumade Oy,2318703-1,2017,6 200,0,0,0,6 200
Ab Anders G. Biskop Oy,1086346-7,2020,100 000,0,0,0,100 000
Ab Aquatex Oy,1700097-1,2020,59 228,0,0,0,59 228
Ab Archi-Rest Oy,1448922-2,2019,8 234,0,0,0,8 234
Ab Archi-Rest Oy,1448922-2,2021,2 980,0,0,0,2 980
Ab Arctic Birch Oy,2739935-7,2018,6 200,0,0,0,6 200
Ab B. Portin Oy,0848524-1,2021,4 960,0,0,0,4 960
Ab B. Portin Oy,0848524-1,2022,10 000,0,0,0,10 000
Ab Backlund Transport Oy,0562821-9,2018,4 250,0,0,0,4 250
Ab Bageri Bergwall Leipomo Oy,0499139-0,2020,9 044,0,0,0,9 044
Ab Bageri R. Fagerudd Leipomo Oy,0398194-0,2014,106 000,0,0,0,106 000
Ab Bageri R. Fagerudd Leipomo Oy,0398194-0,2020,65 800,0,0,0,65 800
AB BMCM Special Services OY,2464826-6,2020,50 400,0,0,0,50 400
Ab Bröderna Hemming Veljekset Hemming Oy,9210354-0,2020,100 000,0,0,0,100 000
Ab Bröderna Hemming Veljekset Hemming Oy,9210354-0,2022,17 850,0,0,0,17 850
Ab C&J Service Oy,2184087-7,2022,15 000,0,0,0,15 000
Ab Case Consult Ltd,0908055-3,2014,25 000,0,0,0,25 000
Ab Chipsters Food Oy,0109575-0,2017,8 112,0,0,0,8 112
Ab Cornia Oy,1795455-6,2022,5 000,0,0,0,5 000
AB Coromex Oy,3446170-2,2024,4 500,0,0,0,4 500
Ab Dahl Citybus Oy,1541411-8,2020,30 936,0,0,0,30 936
Ab Dalsbruks Fabrik Oy,2829717-6,2022,251 697,0,0,0,251 697
Ab Dalsbruks Guld-Taalintehtaan Kulta Oy,0644644-1,2020,10 000,0,0,0,10 000
Ab Drottningberg Oy,2460502-0,2023,4 700,0,0,0,4 700
Ab Däck-Rengas P. Lindfors Oy,0679490-5,2020,10 000,0,0,0,10 000
Ab Edukustannus Oy,2404556-1,2011,150 000,0,0,0,150 000
Ab Edukustannus Oy,2404556-1,2013,162 000,162 000,0,0,324 000
Ab Ekeri Oy,0181889-1,2012,30 500,0,0,0,30 500
Ab Ekroos Invest Oy,0738554-8,2020,6 500,0,0,0,6 500
Ab Engman Services Oy,1443240-2,2020,87 392,0,0,0,87 392
AB Enzymes Finland Oy,0861194-9,2024,1 657 108,0,0,0,1 657 108
AB Enzymes Oy,1095754-3,2010,84 750,0,0,0,84 750
Ab Ess-Ma Oy,2014334-0,2022,12 573,0,0,0,12 573
Ab Ess-Ma Oy,2014334-0,2024,7 115,0,0,0,7 115
Ab Ess-Ma Oy,2014334-0,2025,9 039,0,0,0,9 039
Ab Etiproducts Oy,0487343-1,2015,60 800,0,0,0,60 800
Ab Ferromek Oy,1908471-8,2018,2 166,0,0,0,2 166
Ab Ferromek Oy,1908471-8,2021,17 600,0,0,0,17 600
Ab Finlandia Automation Oy,1625071-7,2021,4 960,0,0,0,4 960
Ab Finnish Superberries Oy,3021307-4,2024,3 824,0,0,0,3 824
Ab G. Koskela Oy,0580972-2,2019,8 500,0,0,0,8 500
Ab Gräv BBJ Kaivu Oy,1098940-6,2020,100 000,0,0,0,100 000
Ab Gröndahls Stuguthyrning - Gröndahlin Mökkivuokraus Oy,0817018-6,2017,8 980,0,0,0,8 980
Ab H. Höglund Oy,0216635-4,2020,10 000,0,0,0,10 000
Ab HEJM Oy,2708779-1,2020,10 000,0,0,0,10 000
Ab Hire Rentals Finland Oy,2537033-1,2020,100 200,0,0,0,100 200
Ab Holms Oy,0181002-1,2023,4 575,0,0,0,4 575
"Ab HSJ-Products, Lillby",1762767-8,2020,100 000,0,0,0,100 000
"Ab HSJ-Products, Lillby",1762767-8,2023,1 509,0,0,0,1 509
"Ab HSJ-Products, Lillby",1762767-8,2024,1 551,0,0,0,1 551
Ab Hur Oy,2014716-5,2010,96 023,540 000,0,0,636 023
Ab Hur Oy,2014716-5,2012,82 650,0,0,0,82 650
Ab Hur Oy,2014716-5,2013,0,172 000,0,0,172 000
Ab Hur Oy,2014716-5,2014,0,223 000,0,0,223 000
Ab Hur Oy,2014716-5,2016,60 000,0,0,0,60 000
Ab Hur Oy,2014716-5,2020,30 000,0,0,0,30 000
Ab Hur Oy,2014716-5,2022,20 000,0,0,0,20 000
Ab Hur Oy,2014716-5,2023,16 956,0,0,0,16 956
Ab Hur Oy,2014716-5,2024,15 000,0,0,0,15 000
Ab Hur Oy,2014716-5,2025,10 000,0,0,0,10 000
Ab Huvipojat Oy,2860745-3,2020,10 000,0,0,0,10 000
Ab Högkvist - Trans Oy,1469062-0,2020,52 620,0,0,0,52 620
Ab Högkvist Oy,0498734-0,2022,8 668,0,0,0,8 668
Ab Jakobstads Bokföringsbyrå,0181625-5,2020,48 400,0,0,0,48 400
Ab Jarla-Products Oy,2001733-6,2021,11 385,0,0,0,11 385
Ab Juup Oy,3099090-6,2019,6 200,0,0,0,6 200
Ab Karsolux Oy,1108485-2,2017,6 200,0,0,0,6 200
Ab Kasnäsudden Oy,1021564-6,2020,99 915,0,0,0,99 915
Ab Kasnäsudden Oy,1021564-6,2021,4 960,0,0,0,4 960
Ab Kayafamily Oy,2916941-6,2020,54 000,0,0,0,54 000
Ab Kentso Oy,0584657-4,2020,100 000,0,0,0,100 000
Ab Keymet Oy,2028161-2,2020,100 000,0,0,0,100 000
Ab KH Intelligence Oy,3413983-6,2024,4 500,0,0,0,4 500
Ab Kirjais Kursgård Oy,1090712-4,2019,2 800,0,0,0,2 800
Ab Kirjais Kursgård Oy,1090712-4,2020,10 000,0,0,0,10 000
Ab Kokkolan Rengashuoltoliike Oy,9104625-7,2020,10 000,0,0,0,10 000
Ab KoneVel Oy,2310399-3,2016,96 000,0,0,0,96 000
Ab KoneVel Oy,2310399-3,2020,15 500,0,0,0,15 500
Ab Korv-Görans Kebab Oy,2027617-8,2011,17 100,0,0,0,17 100
Ab Korv-Görans Kebab Oy,2027617-8,2016,6 200,0,0,0,6 200
Ab Korv-Görans Kebab Oy,2027617-8,2020,100 000,0,0,0,100 000
Ab Kronoby Fatex Oy,0605946-8,2020,16 400,0,0,0,16 400
Ab KRS Tinka Oy,2366688-4,2022,3 500,0,0,0,3 500
Ab KS Geoenergi Oy,2233415-9,2020,100 000,0,0,0,100 000
Ab KS Geoenergi Oy,2233415-9,2021,0,157 490,0,0,157 490
Ab Kvarken Marin Service Oy,2013706-3,2023,6 000,0,0,0,6 000
Ab Kvhell Oy,2351680-0,2020,99 600,0,0,0,99 600
Ab Lindell Flowers Oy,0179076-1,2016,6 200,0,0,0,6 200
Ab Lindell Flowers Oy,0179076-1,2020,10 000,0,0,0,10 000
Ab LKI Käldman Oy,1033383-7,2013,251 100,0,0,0,251 100
Ab LL International Oy,1790020-8,2020,4 960,0,0,0,4 960
Ab Magnusson & Stoor Oy,0357623-2,2015,99 800,0,0,0,99 800
Ab Magnusson & Stoor Oy,0357623-2,2016,11 820,0,0,0,11 820
Ab Maxel Oy,1536962-8,2020,99 600,0,0,0,99 600
Ab Muovitech Finland Oy,2045599-3,2020,208 600,0,0,0,208 600
Ab Nanol Technologies Oy,2359588-7,2011,0,560 000,0,0,560 000
Ab Nanol Technologies Oy,2359588-7,2013,97 700,1 120 000,0,0,1 217 700
Ab Nanol Technologies Oy,2359588-7,2016,100 000,0,0,0,100 000
Ab Ny-Ja Sotnings- och fastighetsservice Oy,0623888-8,2020,9 976,0,0,0,9 976
Ab Nyko Oy,0183023-3,2020,92 928,0,0,0,92 928
Ab Närpes Trä & Metall - Oy Närpiön Puu ja Metalli,0181335-3,2016,49 650,0,0,0,49 650
Ab Närpes Trä & Metall - Oy Närpiön Puu ja Metalli,0181335-3,2017,48 600,0,0,0,48 600
Ab Närpes Trä & Metall - Oy Närpiön Puu ja Metalli,0181335-3,2019,136 300,0,0,0,136 300
Ab Närpes Trä & Metall - Oy Närpiön Puu ja Metalli,0181335-3,2021,20 000,0,0,0,20 000
Ab Pagoda Logistics Inc. Oy,3107160-2,2020,4 960,0,0,0,4 960
Ab Pedersöre Värme - Pedersöre Lämpö Oy,2056968-3,2022,12 125,0,0,0,12 125
Ab Petor Oy,1936394-4,2020,88 800,0,0,0,88 800
Ab Petter & Holm Oy,2496936-9,2020,9 600,0,0,0,9 600
Ab PG Made Oy,2273328-0,2020,53 424,0,0,0,53 424
Ab PickUp Grilli Oy,3326915-3,2024,4 500,0,0,0,4 500
Ab Picus Advisors Oy,2771002-9,2020,4 960,0,0,0,4 960
Ab PratSam Oy,1954640-9,2017,25 000,0,0,0,25 000
Ab Rainer Nygård Oy,0587845-3,2020,2 215,0,0,0,2 215
Ab Rani Plast Oy,2107306-5,2017,100 000,0,0,0,100 000
Ab Rani Plast Oy,2107306-5,2019,337 000,0,0,0,337 000
Ab Rani Plast Oy,2107306-5,2021,1 920 163,0,0,0,1 920 163
Ab Rani Plast Oy,2107306-5,2022,431 500,0,0,0,431 500
Ab Rani Plast Oy,2107306-5,2023,1 828 427,0,0,0,1 828 427
Ab Rani Plast Oy,2107306-5,2025,10 000,0,0,0,10 000
Ab Riskas Snickeri Oy,1739510-9,2020,72 544,0,0,0,72 544
Ab Roof Tech Finland Oy,2297631-1,2013,99 000,0,0,0,99 000
Ab Sarins Båtar Oy,0522715-9,2019,60 000,0,0,0,60 000
Ab Sarins Båtar Oy,0522715-9,2020,8 400,0,0,0,8 400
Ab Sarins Båtar Oy,0522715-9,2021,15 000,0,0,0,15 000
Ab Scandi Net Oy,2221286-4,2020,45 360,0,0,0,45 360
Ab Scandinavian GeoPool Ltd,2090832-3,2021,4 960,0,0,0,4 960
Ab Shift Actions Oy,2706839-8,2020,119 700,0,0,0,119 700
Ab Soasa Ltd,2616246-2,2018,49 000,0,0,0,49 000
Ab Soasa Ltd,2616246-2,2019,20 000,0,0,0,20 000
Ab Soasa Ltd,2616246-2,2020,99 960,0,0,0,99 960
Ab Solving Oy,0209231-6,2011,425 000,425 000,0,0,850 000
Ab Solving Oy,0209231-6,2017,0,343 000,0,0,343 000
Ab Solving Oy,0209231-6,2018,14 822,0,0,0,14 822
Ab Solving Oy,0209231-6,2020,90 000,0,0,0,90 000
Ab Solving Oy,0209231-6,2025,10 000,0,0,0,10 000
Ab South West Coasting Equipment Oy Ltd,1083126-2,2020,92 136,0,0,0,92 136
Ab Storgårds Rör-Putki Oy,1054371-1,2020,4 960,0,0,0,4 960
Ab Stormossen Oy,0586634-8,2014,18 886,0,0,0,18 886
Ab Stormossen Oy,0586634-8,2023,731 206,0,0,0,731 206
Ab Strandholm & Nygårds Oy,1066681-8,2020,10 000,0,0,0,10 000
Ab Strandis Oy,0596659-2,2020,100 000,0,0,0,100 000
Ab Strandlinjetrafik Oy,0180933-8,2020,10 000,0,0,0,10 000
Ab Suomen Herrainpukimo Oy,2434973-3,2020,10 000,0,0,0,10 000
Ab Tanuki Nordic Oy,2616380-1,2022,5 000,0,0,0,5 000
Ab Témpus R&H Oy,0785887-8,2019,8 000,0,0,0,8 000
Ab TETRIX Oy,2205948-4,2020,80 000,0,0,0,80 000
Ab TOTECH Oy,3276625-4,2023,6 000,0,0,0,6 000
Ab Transcomponent Finland Ltd,1064849-2,2019,7 250,0,0,0,7 250
Ab Trikatex Oy,2762299-3,2020,10 000,0,0,0,10 000
Ab Vanhakylä gård Oy,2995288-1,2019,6 200,0,0,0,6 200
Ab Vasiljev Oy,3148418-3,2024,4 500,0,0,0,4 500
Ab VVS-Sandström Oy,0216529-8,2020,10 000,0,0,0,10 000
Ab Vörå Värmeförsörjning,1053554-3,2022,5 475,0,0,0,5 475
Ab Wavemark Oy,2528077-4,2017,49 900,0,0,0,49 900
Ab Wavemark Oy,2528077-4,2020,4 960,0,0,0,4 960
Ab Yrkeshögskolan vid Åbo Akademi,2059910-2,2010,0,0,0,38 000,38 000
Ab Yrkeshögskolan vid Åbo Akademi,2059910-2,2012,0,0,95 117,0,95 117
Ab Yrkeshögskolan vid Åbo Akademi,2059910-2,2014,0,0,0,49 000,49 000
Ab Yrkeshögskolan vid Åbo Akademi,2059910-2,2015,0,0,126 000,42 708,168 708
Ab Yrkeshögskolan vid Åbo Akademi,2059910-2,2018,150 000,0,0,0,150 000
Ab Yrkeshögskolan vid Åbo Akademi,2059910-2,2020,0,0,0,180 000,180 000
Ab Yrkeshögskolan vid Åbo Akademi,2059910-2,2021,0,0,0,245 000,245 000
Ab Yrkeshögskolan vid Åbo Akademi,2059910-2,2023,36 353,0,0,2 008 469,2 044 822
Ab Yrkeshögskolan vid Åbo Akademi,2059910-2,2024,0,0,0,554 113,554 113
Ab Åbolands Fastigheter AFM - Turunmaan Kiinteistöt Oy LKV,0870195-2,2022,8 234,0,0,0,8 234
Ab Öja Alu-Tank Oy,2461592-3,2024,7 395,0,0,0,7 395
Ab Österbottens Slipservice - Pohjanmaan Terähuolto Oy,1441077-2,2020,79 600,0,0,0,79 600
Ab Östmans Snickeri Oy,0250644-3,2020,45 600,0,0,0,45 600
Ab Östra Skärgårdens Stugservice Oy,1893662-4,2020,100 000,0,0,0,100 000
Abac Oy,2670722-3,2020,10 000,0,0,0,10 000
Abac Oy,2670722-3,2023,6 000,0,0,0,6 000
Abacus Diagnostica Oy,1926340-9,2012,0,680 000,0,0,680 000
Abacus Diagnostica Oy,1926340-9,2018,8 000,0,0,0,8 000
Abacus Diagnostica Oy,1926340-9,2019,6 200,0,0,0,6 200
Abacus Diagnostica Oy,1926340-9,2020,99 720,0,0,0,99 720
Abacus Diagnostica Oy,1926340-9,2021,10 000,0,0,0,10 000
Abako Oy,1019918-0,2018,50 000,0,0,0,50 000
Abau Design Oy,3299363-3,2024,4 500,0,0,0,4 500
ABB Oy,0763403-0,2010,1 173 351,0,0,0,1 173 351
ABB Oy,0763403-0,2011,1 631 974,0,0,0,1 631 974
ABB Oy,0763403-0,2012,985 232,0,0,0,985 232
ABB Oy,0763403-0,2013,3 538 272,0,0,0,3 538 272
